Ticket_id,ticket_date,Employee_id,Agent_id,Issue_Category,Ticket_Issue,Assigned_Team,Priority,SLA,Resolution_time,SLA_Breach,,,
0043623317,2023-04-08,1881,3,Hardware,Printer not printing,Hardware Support Team,Medium,24,32,Yes,,,
0043625821,2023-01-02,1852,8,Hardware,Keyboard not working,Hardware Support Team,Low,48,61,Yes,,,
0043626116,2022-07-23,1451,11,Software,Excel not responding,Application Support Team,Low,48,51,Yes,,,
0043626118,2024-05-25,321,11,Hardware,Laptop not turning on,Hardware Support Team,High,4,33,Yes,,,
0043626304,2022-12-06,580,33,System,System update failure,System Administration Team,Low,48,13,No,,,
0043626908,2023-06-25,1100,29,Login Access,Account locked,Access Management Team,Medium,24,5,No,,,
0043627227,2023-05-22,712,22,Login Access,VPN login issue,Access Management Team,Low,48,42,No,,,
0043627559,2024-08-31,1485,45,Software,Software installation failure,Application Support Team,Medium,24,15,No,,,
0043628556,2022-04-13,1315,25,Software,Software installation failure,Application Support Team,Medium,24,23,No,,,
0043629713,2023-04-22,991,47,System,System update failure,System Administration Team,Low,48,2,No,,,
0043629817,2022-07-16,521,38,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0043629917,2023-10-01,601,9,Software,Software installation failure,Application Support Team,Medium,24,18,No,,,
0043630208,2022-07-08,1610,32,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043631551,2022-11-18,1935,15,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0043631611,2022-11-10,1111,36,Login Access,Password reset request,Access Management Team,Low,48,2,No,,,
0043631986,2024-11-02,1528,39,System,System running slow,System Administration Team,High,4,32,Yes,,,
0043632033,2024-06-15,53,30,System,System running slow,System Administration Team,Low,48,33,No,,,
0043632736,2024-09-25,803,17,Login Access,Password reset request,Access Management Team,Low,48,63,Yes,,,
0043633553,2024-04-19,865,5,Login Access,Password reset request,Access Management Team,Low,48,29,No,,,
0043633869,2023-08-08,1716,38,Software,Application crash,Application Support Team,Medium,24,55,Yes,,,
0043634175,2023-06-07,1027,1,Software,Application crash,Application Support Team,Medium,24,9,No,,,
0043634520,2022-10-23,1442,15,Login Access,Password reset request,Access Management Team,Low,48,14,No,,,
0043634974,2022-10-04,1087,19,Login Access,Account locked,Access Management Team,Medium,24,38,Yes,,,
0043635350,2022-03-01,685,3,Software,Application crash,Application Support Team,Medium,24,1,No,,,
0043635558,2024-10-10,475,5,Hardware,Laptop not turning on,Hardware Support Team,High,4,4,No,,,
0043635667,2024-06-15,986,26,Login Access,Account locked,Access Management Team,Medium,24,17,No,,,
0043636811,2022-11-05,531,8,Hardware,Printer not printing,Hardware Support Team,Medium,24,7,No,,,
0043636852,2024-12-06,885,28,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0043637439,2022-12-15,1353,24,Software,Software installation failure,Application Support Team,Medium,24,95,Yes,,,
0043637833,2023-05-13,1563,38,Software,Excel not responding,Application Support Team,High,4,41,Yes,,,
0043638038,2022-09-29,643,10,Software,Outlook not opening,Application Support Team,Low,48,39,No,,,
0043638307,2024-07-11,140,13,Login Access,VPN login issue,Access Management Team,Low,48,47,No,,,
0043638516,2024-10-03,1151,45,Software,Application crash,Application Support Team,Medium,24,65,Yes,,,
0043638917,2022-05-07,1061,9,Hardware,Laptop not turning on,Hardware Support Team,High,4,4,No,,,
0043640737,2023-07-18,813,7,Hardware,Keyboard not working,Hardware Support Team,High,4,33,Yes,,,
0043643174,2024-05-15,1447,21,Hardware,Laptop not turning on,Hardware Support Team,High,4,23,Yes,,,
0043643752,2022-07-28,1965,47,System,System running slow,System Administration Team,High,4,4,No,,,
0043644023,2023-09-27,1692,40,System,Blue screen error,System Administration Team,High,4,3,No,,,
0043644243,2024-03-26,1034,22,Software,Excel not responding,Application Support Team,Medium,24,19,No,,,
0043644368,2022-05-16,306,23,Login Access,VPN login issue,Access Management Team,High,4,35,Yes,,,
0043644941,2022-05-11,1774,39,Hardware,Monitor display issue,Hardware Support Team,Low,48,56,Yes,,,
0043645303,2024-11-13,1980,13,Hardware,Monitor display issue,Hardware Support Team,Medium,24,4,No,,,
0043645665,2023-08-11,1396,36,System,System running slow,System Administration Team,High,4,3,No,,,
0043646093,2022-11-21,419,40,Login Access,Unable to login to system,Access Management Team,High,4,4,No,,,
0043647116,2022-06-20,1811,41,Hardware,Printer not printing,Hardware Support Team,Medium,24,9,No,,,
0043647198,2024-05-21,1449,21,Login Access,Password reset request,Access Management Team,Low,48,63,Yes,,,
0043648171,2024-06-13,1457,41,Hardware,Printer not printing,Hardware Support Team,Medium,24,10,No,,,
0043649298,2022-08-17,1729,22,Software,Application crash,Application Support Team,Medium,24,23,No,,,
0043650220,2022-08-31,852,2,Login Access,VPN login issue,Access Management Team,Medium,24,46,Yes,,,
0043652683,2024-10-08,118,36,Login Access,Unable to login to system,Access Management Team,Low,48,29,No,,,
0043653177,2024-09-15,1787,11,Hardware,Printer not printing,Hardware Support Team,Medium,24,2,No,,,
0043653373,2023-08-03,1987,3,Hardware,Monitor display issue,Hardware Support Team,Low,48,90,Yes,,,
0043653816,2024-01-11,1671,38,Hardware,Monitor display issue,Hardware Support Team,High,4,2,No,,,
0043654902,2022-03-09,520,29,Hardware,Laptop not turning on,Hardware Support Team,High,4,88,Yes,,,
0043655047,2024-12-25,1284,20,Hardware,Printer not printing,Hardware Support Team,Medium,24,35,Yes,,,
0043655179,2024-04-27,1997,21,Software,Software installation failure,Application Support Team,Medium,24,9,No,,,
0043655273,2023-11-01,1327,42,Software,Software installation failure,Application Support Team,Medium,24,1,No,,,
0043655466,2022-10-20,1656,4,Hardware,Printer not printing,Hardware Support Team,Medium,24,42,Yes,,,
0043655504,2023-09-04,650,45,Hardware,Keyboard not working,Hardware Support Team,Low,48,93,Yes,,,
0043655790,2024-11-18,1879,17,Login Access,VPN login issue,Access Management Team,High,4,4,No,,,
0043656745,2023-01-05,164,17,Hardware,Printer not printing,Hardware Support Team,Medium,24,8,No,,,
0043656818,2024-06-27,1521,8,System,System running slow,System Administration Team,High,4,1,No,,,
0043656857,2023-03-06,1265,48,Hardware,Laptop not turning on,Hardware Support Team,High,4,4,No,,,
0043657294,2023-07-29,849,22,Hardware,Laptop not turning on,Hardware Support Team,High,4,13,Yes,,,
0043657303,2024-03-01,800,43,Login Access,Password reset request,Access Management Team,Low,48,6,No,,,
0043657779,2022-01-29,237,27,Hardware,Printer not printing,Hardware Support Team,Medium,24,19,No,,,
0043657799,2024-11-06,1119,17,Hardware,Laptop not turning on,Hardware Support Team,High,4,35,Yes,,,
0043658099,2023-09-24,979,50,Login Access,Account locked,Access Management Team,Medium,24,6,No,,,
0043658424,2022-11-17,212,44,Software,Excel not responding,Application Support Team,Medium,24,64,Yes,,,
0043658819,2023-01-18,951,48,System,Blue screen error,System Administration Team,High,4,2,No,,,
0043658897,2024-06-26,1939,48,Hardware,Printer not printing,Hardware Support Team,Medium,24,21,No,,,
0043659455,2024-12-14,1035,4,System,System running slow,System Administration Team,High,4,3,No,,,
0043660155,2022-03-14,655,31,Login Access,VPN login issue,Access Management Team,Medium,24,15,No,,,
0043661893,2024-11-05,459,8,Software,Software installation failure,Application Support Team,Medium,24,14,No,,,
0043662399,2023-12-04,1189,43,Software,Excel not responding,Application Support Team,Low,48,50,Yes,,,
0043662726,2022-03-15,602,47,Login Access,Account locked,Access Management Team,Medium,24,3,No,,,
0043662812,2024-08-24,801,8,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043662881,2022-09-19,1108,28,Software,Software installation failure,Application Support Team,Medium,24,6,No,,,
0043664438,2023-05-07,1253,14,Hardware,Printer not printing,Hardware Support Team,Medium,24,74,Yes,,,
0043665015,2023-12-04,1811,30,System,System update failure,System Administration Team,Low,48,12,No,,,
0043665804,2023-10-10,1660,8,Hardware,Keyboard not working,Hardware Support Team,High,4,3,No,,,
0043665885,2023-07-14,1698,18,Software,Excel not responding,Application Support Team,High,4,4,No,,,
0043666071,2022-04-15,1387,20,Software,Software installation failure,Application Support Team,Medium,24,16,No,,,
0043666156,2022-04-25,1965,11,Hardware,Keyboard not working,Hardware Support Team,Medium,24,9,No,,,
0043667192,2023-12-24,1969,31,Software,Outlook not opening,Application Support Team,High,4,3,No,,,
0043667936,2024-08-18,723,29,Hardware,Printer not printing,Hardware Support Team,Medium,24,29,Yes,,,
0043668232,2024-01-14,323,2,Software,Application crash,Application Support Team,Medium,24,3,No,,,
0043668497,2024-06-20,849,44,System,Blue screen error,System Administration Team,High,4,39,Yes,,,
0043668844,2023-02-19,1224,48,Software,Software installation failure,Application Support Team,Medium,24,59,Yes,,,
0043670848,2023-10-01,1054,18,Login Access,Unable to login to system,Access Management Team,Medium,24,12,No,,,
0043671061,2022-10-25,796,40,Hardware,Laptop not turning on,Hardware Support Team,High,4,49,Yes,,,
0043672167,2022-07-21,116,31,Login Access,Account locked,Access Management Team,Medium,24,9,No,,,
0043673813,2022-10-25,41,8,Software,Software installation failure,Application Support Team,Medium,24,22,No,,,
0043674118,2023-04-14,1511,41,Login Access,Unable to login to system,Access Management Team,Medium,24,6,No,,,
0043675128,2022-05-03,1152,1,System,System running slow,System Administration Team,Low,48,47,No,,,
0043675940,2022-12-16,1654,19,Login Access,Unable to login to system,Access Management Team,Low,48,42,No,,,
0043677790,2022-12-19,489,47,Login Access,Account locked,Access Management Team,Medium,24,18,No,,,
0043677808,2024-01-21,840,38,Hardware,Laptop not turning on,Hardware Support Team,High,4,28,Yes,,,
0043679418,2024-01-28,1541,24,Hardware,Monitor display issue,Hardware Support Team,Low,48,15,No,,,
0043679755,2024-04-09,655,47,Login Access,Account locked,Access Management Team,Medium,24,19,No,,,
0043680102,2022-05-29,370,11,Software,Excel not responding,Application Support Team,Medium,24,38,Yes,,,
0043680150,2023-04-04,505,31,Software,Software installation failure,Application Support Team,Medium,24,75,Yes,,,
0043680665,2024-06-21,766,16,Login Access,Password reset request,Access Management Team,Low,48,2,No,,,
0043682406,2023-09-30,30,4,System,System running slow,System Administration Team,High,4,4,No,,,
0043682669,2022-01-16,1976,6,System,Blue screen error,System Administration Team,High,4,19,Yes,,,
0043683081,2024-10-10,1918,50,Hardware,Laptop not turning on,Hardware Support Team,High,4,81,Yes,,,
0043683654,2023-06-06,1735,36,Hardware,Printer not printing,Hardware Support Team,Medium,24,90,Yes,,,
0043683757,2022-09-26,455,37,Software,Outlook not opening,Application Support Team,High,4,5,Yes,,,
0043684090,2024-06-30,579,20,Login Access,Unable to login to system,Access Management Team,Low,48,15,No,,,
0043684102,2022-09-27,1740,11,Login Access,Unable to login to system,Access Management Team,High,4,42,Yes,,,
0043685382,2024-05-26,1258,23,System,Operating system crash,System Administration Team,High,4,23,Yes,,,
0043685570,2024-01-05,1777,45,Software,Outlook not opening,Application Support Team,High,4,4,No,,,
0043685961,2022-10-17,1536,29,Hardware,Keyboard not working,Hardware Support Team,Medium,24,23,No,,,
0043686591,2024-04-26,1959,5,Login Access,Password reset request,Access Management Team,Low,48,4,No,,,
0043687363,2024-08-09,1696,3,System,Operating system crash,System Administration Team,High,4,38,Yes,,,
0043687680,2024-12-30,908,46,System,System update failure,System Administration Team,Low,48,5,No,,,
0043687690,2022-07-23,519,26,System,Operating system crash,System Administration Team,High,4,37,Yes,,,
0043688136,2024-11-20,1223,1,Hardware,Printer not printing,Hardware Support Team,Medium,24,2,No,,,
0043690298,2022-03-10,1119,2,Login Access,VPN login issue,Access Management Team,Low,48,14,No,,,
0043691285,2022-03-29,1388,12,Login Access,Password reset request,Access Management Team,Low,48,1,No,,,
0043692864,2023-12-06,716,48,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0043693244,2024-07-11,644,2,Login Access,Unable to login to system,Access Management Team,Medium,24,17,No,,,
0043693466,2023-12-30,1716,14,Login Access,Unable to login to system,Access Management Team,Medium,24,17,No,,,
0043693523,2023-06-10,552,45,Hardware,Keyboard not working,Hardware Support Team,High,4,18,Yes,,,
0043694492,2024-01-02,1469,4,System,System update failure,System Administration Team,Low,48,48,No,,,
0043696244,2024-03-29,744,32,Software,Outlook not opening,Application Support Team,High,4,4,No,,,
0043696468,2023-06-29,556,4,Hardware,Laptop not turning on,Hardware Support Team,High,4,32,Yes,,,
0043696631,2023-01-12,1623,36,Login Access,Password reset request,Access Management Team,Low,48,21,No,,,
0043697316,2024-06-02,1751,43,Software,Outlook not opening,Application Support Team,Medium,24,62,Yes,,,
0043697491,2022-06-05,1869,34,Hardware,Keyboard not working,Hardware Support Team,Medium,24,23,No,,,
0043698415,2022-03-09,1721,44,Hardware,Keyboard not working,Hardware Support Team,High,4,3,No,,,
0043699092,2023-05-28,1179,10,Login Access,Password reset request,Access Management Team,Low,48,42,No,,,
0043700616,2022-04-09,461,16,Login Access,Account locked,Access Management Team,Medium,24,63,Yes,,,
0043701137,2022-01-28,533,11,Software,Excel not responding,Application Support Team,High,4,48,Yes,,,
0043701968,2022-08-17,566,19,System,Blue screen error,System Administration Team,High,4,47,Yes,,,
0043702665,2024-09-25,456,36,Software,Outlook not opening,Application Support Team,Low,48,24,No,,,
0043702790,2022-09-02,169,7,System,Blue screen error,System Administration Team,High,4,49,Yes,,,
0043702902,2024-06-17,170,29,Hardware,Keyboard not working,Hardware Support Team,High,4,36,Yes,,,
0043702986,2023-02-25,1268,29,Login Access,Account locked,Access Management Team,Medium,24,14,No,,,
0043703019,2022-01-06,811,30,Login Access,VPN login issue,Access Management Team,High,4,2,No,,,
0043703103,2023-05-21,1650,11,System,Blue screen error,System Administration Team,High,4,74,Yes,,,
0043703310,2023-06-28,521,3,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0043704246,2022-02-03,1924,2,Login Access,Password reset request,Access Management Team,Low,48,3,No,,,
0043704595,2024-07-28,329,35,Hardware,Laptop not turning on,Hardware Support Team,High,4,22,Yes,,,
0043704957,2023-11-10,1705,39,Login Access,Unable to login to system,Access Management Team,High,4,2,No,,,
0043706033,2022-04-16,1903,20,Hardware,Laptop not turning on,Hardware Support Team,High,4,63,Yes,,,
0043706926,2024-11-28,92,39,System,System running slow,System Administration Team,Low,48,29,No,,,
0043708878,2023-02-16,737,38,Software,Application crash,Application Support Team,Medium,24,9,No,,,
0043708894,2023-07-04,679,18,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043709159,2024-10-17,885,31,Hardware,Monitor display issue,Hardware Support Team,High,4,4,No,,,
0043710107,2023-01-15,570,31,Hardware,Laptop not turning on,Hardware Support Team,High,4,12,Yes,,,
0043710416,2024-05-08,921,4,System,Blue screen error,System Administration Team,High,4,52,Yes,,,
0043710478,2022-09-23,47,34,Software,Software installation failure,Application Support Team,Medium,24,5,No,,,
0043711713,2023-12-11,601,17,Software,Software installation failure,Application Support Team,Medium,24,38,Yes,,,
0043712121,2024-11-06,1022,21,System,Blue screen error,System Administration Team,High,4,24,Yes,,,
0043712200,2022-04-23,160,12,Software,Application crash,Application Support Team,Medium,24,4,No,,,
0043712381,2022-09-04,108,13,System,Blue screen error,System Administration Team,High,4,11,Yes,,,
0043712908,2022-09-18,1030,49,Software,Excel not responding,Application Support Team,Low,48,78,Yes,,,
0043712978,2024-12-31,317,19,System,Blue screen error,System Administration Team,High,4,59,Yes,,,
0043715182,2023-09-13,1418,21,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0043715354,2024-08-28,95,23,Software,Software installation failure,Application Support Team,Medium,24,10,No,,,
0043715499,2024-07-31,1679,34,Software,Outlook not opening,Application Support Team,Medium,24,49,Yes,,,
0043715634,2023-09-28,623,6,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0043716562,2024-07-26,1786,5,Login Access,Account locked,Access Management Team,Medium,24,20,No,,,
0043717364,2023-04-24,426,23,Login Access,Password reset request,Access Management Team,Low,48,92,Yes,,,
0043718579,2022-01-04,847,35,Hardware,Monitor display issue,Hardware Support Team,High,4,4,No,,,
0043719389,2022-10-08,608,33,Hardware,Monitor display issue,Hardware Support Team,Medium,24,20,No,,,
0043720435,2022-11-04,1443,4,Login Access,VPN login issue,Access Management Team,Low,48,20,No,,,
0043720545,2022-02-16,1154,45,Hardware,Keyboard not working,Hardware Support Team,Medium,24,14,No,,,
0043720976,2023-05-22,1597,19,Software,Outlook not opening,Application Support Team,Low,48,75,Yes,,,
0043722758,2023-05-10,145,17,System,Operating system crash,System Administration Team,High,4,1,No,,,
0043723219,2024-12-05,1411,32,System,System update failure,System Administration Team,Low,48,4,No,,,
0043724146,2023-02-24,1034,11,Hardware,Printer not printing,Hardware Support Team,Medium,24,3,No,,,
0043724346,2024-02-20,294,13,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0043724648,2024-06-07,914,36,Software,Software installation failure,Application Support Team,Medium,24,1,No,,,
0043724883,2024-06-30,1208,18,Login Access,Unable to login to system,Access Management Team,Medium,24,8,No,,,
0043725164,2024-11-16,886,1,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0043725274,2022-10-13,237,32,Login Access,VPN login issue,Access Management Team,Medium,24,6,No,,,
0043725908,2023-07-30,1550,49,Login Access,VPN login issue,Access Management Team,High,4,3,No,,,
0043726028,2023-04-10,1142,30,System,System update failure,System Administration Team,Low,48,79,Yes,,,
0043726541,2024-09-04,1424,45,Login Access,Account locked,Access Management Team,Medium,24,70,Yes,,,
0043726766,2024-11-03,1426,17,System,Blue screen error,System Administration Team,High,4,3,No,,,
0043726951,2022-01-15,1295,39,System,System update failure,System Administration Team,Low,48,43,No,,,
0043727317,2024-09-22,1871,23,System,Operating system crash,System Administration Team,High,4,45,Yes,,,
0043729282,2023-08-30,1118,22,Hardware,Keyboard not working,Hardware Support Team,Low,48,24,No,,,
0043729656,2023-10-06,115,16,Software,Excel not responding,Application Support Team,Medium,24,22,No,,,
0043730357,2023-05-22,975,43,Hardware,Laptop not turning on,Hardware Support Team,High,4,3,No,,,
0043730566,2024-01-11,316,35,System,Operating system crash,System Administration Team,High,4,1,No,,,
0043730661,2024-12-16,466,46,Hardware,Keyboard not working,Hardware Support Team,Medium,24,44,Yes,,,
0043730786,2024-04-20,8,27,Login Access,VPN login issue,Access Management Team,Low,48,4,No,,,
0043731121,2023-09-24,1152,31,Hardware,Keyboard not working,Hardware Support Team,Low,48,29,No,,,
0043731602,2024-03-22,1920,36,System,System running slow,System Administration Team,High,4,34,Yes,,,
0043731632,2024-11-13,363,26,System,System running slow,System Administration Team,Medium,24,23,No,,,
0043732428,2022-12-29,872,24,System,System running slow,System Administration Team,Low,48,26,No,,,
0043733836,2023-10-13,1853,8,System,System update failure,System Administration Team,Low,48,10,No,,,
0043734002,2024-04-29,800,50,System,System running slow,System Administration Team,Low,48,28,No,,,
0043734681,2022-06-19,908,6,Login Access,VPN login issue,Access Management Team,Low,48,30,No,,,
0043735398,2024-01-24,1019,13,System,System update failure,System Administration Team,Low,48,46,No,,,
0043735477,2022-07-01,317,44,Hardware,Keyboard not working,Hardware Support Team,Medium,24,20,No,,,
0043736475,2022-06-27,277,14,Hardware,Printer not printing,Hardware Support Team,Medium,24,1,No,,,
0043736879,2022-02-28,317,8,System,Blue screen error,System Administration Team,High,4,3,No,,,
0043738183,2023-09-27,1498,41,Hardware,Monitor display issue,Hardware Support Team,Low,48,21,No,,,
0043738268,2022-01-21,1596,2,Software,Application crash,Application Support Team,Medium,24,6,No,,,
0043738423,2024-11-13,1802,24,System,Operating system crash,System Administration Team,High,4,4,No,,,
0043738593,2022-11-13,1219,35,Software,Outlook not opening,Application Support Team,Medium,24,58,Yes,,,
0043738909,2024-07-03,1080,49,Software,Software installation failure,Application Support Team,Medium,24,96,Yes,,,
0043739467,2024-10-01,1086,14,Login Access,Account locked,Access Management Team,Medium,24,3,No,,,
0043740224,2022-05-31,1952,42,Software,Application crash,Application Support Team,Medium,24,18,No,,,
0043740395,2023-10-14,589,33,System,Blue screen error,System Administration Team,High,4,3,No,,,
0043740883,2024-08-22,808,8,System,Blue screen error,System Administration Team,High,4,3,No,,,
0043741778,2022-09-19,1177,47,Software,Software installation failure,Application Support Team,Medium,24,60,Yes,,,
0043742942,2024-08-05,174,39,Software,Software installation failure,Application Support Team,Medium,24,1,No,,,
0043743704,2023-10-17,1830,7,Software,Application crash,Application Support Team,Medium,24,3,No,,,
0043744673,2024-03-19,1747,36,System,System update failure,System Administration Team,Low,48,7,No,,,
0043744967,2024-05-01,1216,19,System,System running slow,System Administration Team,Low,48,69,Yes,,,
0043745030,2023-04-16,1523,50,Hardware,Laptop not turning on,Hardware Support Team,High,4,31,Yes,,,
0043747874,2022-08-19,67,18,System,System update failure,System Administration Team,Low,48,78,Yes,,,
0043748492,2024-11-23,669,44,Login Access,Password reset request,Access Management Team,Low,48,4,No,,,
0043749236,2022-07-31,1423,22,Login Access,Password reset request,Access Management Team,Low,48,64,Yes,,,
0043749562,2023-09-03,306,25,System,Blue screen error,System Administration Team,High,4,11,Yes,,,
0043749781,2024-01-03,1208,47,Hardware,Monitor display issue,Hardware Support Team,Medium,24,17,No,,,
0043749894,2023-06-22,1009,38,Software,Outlook not opening,Application Support Team,High,4,1,No,,,
0043750792,2024-01-25,119,7,Login Access,Password reset request,Access Management Team,Low,48,1,No,,,
0043751192,2022-04-18,349,31,Login Access,VPN login issue,Access Management Team,Medium,24,63,Yes,,,
0043751451,2024-05-16,265,4,Software,Application crash,Application Support Team,Medium,24,7,No,,,
0043754602,2022-09-20,720,26,System,System running slow,System Administration Team,High,4,23,Yes,,,
0043756341,2022-05-23,1284,23,Hardware,Laptop not turning on,Hardware Support Team,High,4,1,No,,,
0043757606,2023-02-24,1890,26,System,Operating system crash,System Administration Team,High,4,15,Yes,,,
0043757779,2022-11-28,1427,37,System,Operating system crash,System Administration Team,High,4,2,No,,,
0043757828,2022-06-22,672,28,System,System update failure,System Administration Team,Low,48,92,Yes,,,
0043758660,2022-02-20,1706,36,Login Access,Unable to login to system,Access Management Team,Low,48,29,No,,,
0043758797,2024-02-01,1499,37,Hardware,Keyboard not working,Hardware Support Team,High,4,4,No,,,
0043759205,2022-08-23,1500,32,Software,Excel not responding,Application Support Team,Low,48,12,No,,,
0043759635,2023-06-27,1493,6,Login Access,Unable to login to system,Access Management Team,Low,48,28,No,,,
0043759904,2022-02-19,1210,19,Software,Outlook not opening,Application Support Team,Low,48,37,No,,,
0043760607,2024-04-22,820,36,Hardware,Monitor display issue,Hardware Support Team,Low,48,44,No,,,
0043760814,2022-08-27,361,28,System,Operating system crash,System Administration Team,High,4,25,Yes,,,
0043761721,2024-04-28,1382,17,Software,Software installation failure,Application Support Team,Medium,24,21,No,,,
0043762528,2022-11-22,972,25,Hardware,Laptop not turning on,Hardware Support Team,High,4,30,Yes,,,
0043762985,2023-05-26,708,39,System,System running slow,System Administration Team,Low,48,17,No,,,
0043763328,2024-05-25,312,43,Login Access,Unable to login to system,Access Management Team,Low,48,80,Yes,,,
0043763706,2022-03-06,1790,47,Hardware,Printer not printing,Hardware Support Team,Medium,24,24,No,,,
0043764017,2022-02-02,1291,30,Software,Software installation failure,Application Support Team,Medium,24,2,No,,,
0043764271,2023-04-15,407,42,Software,Outlook not opening,Application Support Team,High,4,4,No,,,
0043764353,2022-07-17,1025,3,Hardware,Printer not printing,Hardware Support Team,Medium,24,57,Yes,,,
0043764801,2024-09-04,1120,18,Login Access,Unable to login to system,Access Management Team,Medium,24,16,No,,,
0043765334,2024-06-02,1203,13,Login Access,VPN login issue,Access Management Team,Medium,24,4,No,,,
0043766106,2023-04-22,1850,31,Login Access,Password reset request,Access Management Team,Low,48,24,No,,,
0043766114,2024-06-25,1381,11,System,System running slow,System Administration Team,Medium,24,13,No,,,
0043766177,2022-07-30,267,41,System,Operating system crash,System Administration Team,High,4,35,Yes,,,
0043766521,2022-06-17,1602,5,Software,Outlook not opening,Application Support Team,Medium,24,24,No,,,
0043766878,2024-05-17,1377,48,System,Blue screen error,System Administration Team,High,4,67,Yes,,,
0043766970,2023-09-29,1887,9,Software,Software installation failure,Application Support Team,Medium,24,43,Yes,,,
0043767080,2022-11-22,468,10,Software,Excel not responding,Application Support Team,High,4,2,No,,,
0043767251,2022-11-29,875,12,System,System running slow,System Administration Team,High,4,32,Yes,,,
0043767939,2024-03-16,163,29,Login Access,Password reset request,Access Management Team,Low,48,14,No,,,
0043769284,2023-12-03,1418,42,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043771083,2024-12-11,838,30,Software,Application crash,Application Support Team,Medium,24,18,No,,,
0043771264,2023-10-13,706,2,Hardware,Laptop not turning on,Hardware Support Team,High,4,43,Yes,,,
0043771720,2024-07-11,1282,37,Login Access,VPN login issue,Access Management Team,Medium,24,38,Yes,,,
0043771853,2024-02-26,1445,48,Hardware,Printer not printing,Hardware Support Team,Medium,24,47,Yes,,,
0043772589,2023-07-19,1708,25,System,Operating system crash,System Administration Team,High,4,28,Yes,,,
0043772657,2023-12-26,1645,6,Software,Outlook not opening,Application Support Team,Low,48,95,Yes,,,
0043772670,2023-04-16,867,26,Hardware,Laptop not turning on,Hardware Support Team,High,4,46,Yes,,,
0043772685,2023-05-14,38,16,Hardware,Laptop not turning on,Hardware Support Team,High,4,18,Yes,,,
0043772713,2022-12-18,611,27,Software,Application crash,Application Support Team,Medium,24,59,Yes,,,
0043773301,2022-12-03,1110,33,Software,Software installation failure,Application Support Team,Medium,24,48,Yes,,,
0043773732,2022-03-24,1183,7,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0043774671,2022-10-18,307,26,Login Access,VPN login issue,Access Management Team,High,4,3,No,,,
0043775890,2023-11-22,1509,38,System,Blue screen error,System Administration Team,High,4,52,Yes,,,
0043776709,2023-07-08,820,7,Login Access,Account locked,Access Management Team,Medium,24,2,No,,,
0043777288,2023-10-17,1048,42,Hardware,Monitor display issue,Hardware Support Team,Low,48,37,No,,,
0043777334,2024-11-13,243,3,System,Blue screen error,System Administration Team,High,4,2,No,,,
0043777797,2022-03-23,89,17,Hardware,Monitor display issue,Hardware Support Team,High,4,47,Yes,,,
0043779104,2024-02-26,50,21,System,Operating system crash,System Administration Team,High,4,3,No,,,
0043779691,2022-02-16,1599,16,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0043780264,2024-12-07,1816,12,Software,Software installation failure,Application Support Team,Medium,24,21,No,,,
0043780269,2023-10-14,896,2,System,System running slow,System Administration Team,High,4,4,No,,,
0043781154,2023-04-30,905,41,Hardware,Laptop not turning on,Hardware Support Team,High,4,1,No,,,
0043782454,2022-10-22,1895,14,Hardware,Monitor display issue,Hardware Support Team,Low,48,76,Yes,,,
0043782813,2023-11-21,581,8,System,System running slow,System Administration Team,Medium,24,45,Yes,,,
0043783407,2022-04-24,1180,24,Software,Excel not responding,Application Support Team,High,4,12,Yes,,,
0043784150,2024-08-06,935,1,Hardware,Monitor display issue,Hardware Support Team,Medium,24,45,Yes,,,
0043784741,2023-04-19,1564,37,Software,Application crash,Application Support Team,Medium,24,33,Yes,,,
0043785210,2023-05-21,811,12,Login Access,Unable to login to system,Access Management Team,Low,48,36,No,,,
0043785848,2023-06-26,714,48,System,System update failure,System Administration Team,Low,48,2,No,,,
0043785890,2024-10-20,1909,48,System,Blue screen error,System Administration Team,High,4,2,No,,,
0043786171,2022-05-31,1727,41,System,System running slow,System Administration Team,Low,48,30,No,,,
0043786430,2023-04-07,1273,44,Hardware,Laptop not turning on,Hardware Support Team,High,4,3,No,,,
0043786635,2023-03-18,23,26,Software,Software installation failure,Application Support Team,Medium,24,30,Yes,,,
0043786807,2022-07-08,1170,48,Login Access,Unable to login to system,Access Management Team,High,4,15,Yes,,,
0043787728,2023-06-05,912,17,Software,Software installation failure,Application Support Team,Medium,24,33,Yes,,,
0043787977,2022-04-06,267,9,Login Access,Unable to login to system,Access Management Team,Low,48,44,No,,,
